,_abilities
0,0.23914425324842847
1,0.8990901125970436
2,0.6387313554211185
3,0.4364044590172464
4,0.417617539125114
5,0.7851488806621361
6,0.8381918797643111
7,0.14049894649653202
8,0.8524922448520985
9,0.8367559103956896
10,0.05652480637898642
11,0.9001359955085481
12,0.6581879574590564
13,0.8300446264705456
14,0.1368463666245426
15,0.19059360245041315
16,0.4074798551660464
17,0.40764127881596546
18,0.671805393325534
19,0.38461551213704037
20,0.6318129614827327
21,0.06970111867252635
22,0.9455669848289042
23,0.29077416914458853
24,0.5358500481755732
25,0.12386643495356846
26,0.4281500909336167
27,0.4435984360778886
28,0.07650243926891816
29,0.14708379024333101
30,0.005997202547138745
31,0.19929897883177355
32,0.6394724704748225
33,0.6100632342599873
34,0.7515607687569106
35,0.9875219886113273
36,0.11038781846227204
37,0.38622754459501757
38,0.6768165387912243
39,0.9359744691489781
40,0.38049841228440157
41,0.08151108842033926
42,0.17231395165246668
43,0.052223630463003844
44,0.3705431163917652
45,0.609979026294685
46,0.4937246303983003
47,0.0890014238239722
48,0.7454063117570634
49,0.7102623999479233
50,0.7998785915639339
51,0.47275333417117005
52,0.3296664411495197
53,0.9737937505267149
54,0.7261560869707361
55,0.91811831342157
56,0.5067526445658951
57,0.722593595493463
58,0.5066450236441338
59,0.3285215369543841
60,0.13341306855374852
61,0.6994017277843645
62,0.26403524178084414
63,0.11773919896428721
64,0.028105458008431766
65,0.1435494432845529
66,0.762323374487051
67,0.634425903079272
68,0.11728509827265146
69,0.12470878659842358
70,0.8516056681314031
71,0.47746854819793627
72,0.9237944380426865
73,0.04059642466523047
74,0.634737065413876
75,0.8374930511129101
76,0.3322088185963805
77,0.49567994888212186
78,0.6498398035154722
79,0.2094340242330742
80,0.9311360999308055
81,0.8617617104785623
82,0.9484945600072916
83,0.6719872768237547
84,0.9203681831476745
85,0.667915153261691
86,0.9184583387954516
87,0.5113006763895398
88,0.5505894512964432
89,0.8564106211101967
90,0.12766850077938827
91,0.9575649262367455
92,0.8692099153246604
93,0.5866567468045428
94,0.43972468186248764
95,0.11051405215630936
96,0.9929063459442553
97,0.31128772009619526
98,0.8647029200953988
99,0.20856319433690407
