,_abilities
0,0.4700411418271712
1,0.00041327303500586894
2,0.4205856446558275
3,0.6073388744671179
4,0.2796459503456572
5,0.7475584597635885
6,0.6717882153989628
7,0.008425904157013506
8,0.874829567020617
9,0.9140374272355448
10,0.5030289068181159
11,0.8495913502352168
12,0.6981962312825188
13,0.6091513502103717
14,0.7316696674906484
15,0.9605533651064854
16,0.4970903476999745
17,0.717698800460058
18,0.01206057076619089
19,0.9518066747691522
20,0.40143303490876203
21,0.31149164756537145
22,0.325209727401503
23,0.04156841564079564
24,0.4730050110306768
25,0.8924542267238574
26,0.6506741234025895
27,0.13306838504496635
28,0.009336191402255592
29,0.5863385713724081
30,0.15553687601482188
31,0.9452455860920309
32,0.4644293233596539
33,0.46523128276274717
34,0.0627876583532719
35,0.013150838738595457
36,0.9541505520963982
37,0.3769412385732778
38,0.935284524670837
39,0.16900835277542534
40,0.9903659390585904
41,0.07029391452785892
42,0.133284192084228
43,0.10866409024036527
44,0.18780458946509335
45,0.1524577445710093
46,0.9179064660087164
47,0.07676761001114545
48,0.7411172994940539
49,0.6319130012600302
