,_abilities
0,0.4472625750188651
1,0.8677201457261388
2,0.6637619117457447
3,0.4516794060908062
4,0.22914423921093477
5,0.6876772366067945
6,0.0332481959271367
7,0.3538736331266182
8,0.3253186051824214
9,0.855390074713245
10,0.9626267958490906
11,0.6823227710307174
12,0.5765091467907669
13,0.4660571516038538
14,0.7745664955114613
15,0.7488060705134895
16,0.9774929741614545
17,0.05726628734526704
18,0.0329667006272747
19,0.4442319199789337
20,0.832002738263068
21,0.9103174751761223
22,0.4478788566345354
23,0.25817764329366905
24,0.8509972915028894
25,0.06800677928703404
26,0.8489683233352858
27,0.8753009366968877
28,0.5084939908591202
29,0.8607226390915472
30,0.9806830443207033
31,0.09776052761392474
32,0.6417717689059067
33,0.22532859534928942
34,0.7759098648848516
35,0.34694694260722286
36,0.9726353614764309
37,0.4223277967809006
38,0.6855091656113106
39,0.7546794648343468
40,0.8990518859639588
41,0.11829685219962184
42,0.6595997999238711
43,0.1333051010565715
44,0.6226366424239903
45,0.8565688858887816
46,0.2924687986673901
47,0.410422357808445
48,0.291272500882309
49,0.12906675801674325
50,0.9582476356611425
51,0.7171547191363173
52,0.6515521264195683
53,0.41025505509877025
54,0.14040351271165208
55,0.8928121871738579
56,0.7841192036121218
57,0.20070693344280693
58,0.5929953576327194
59,0.8237044953591537
60,0.8210627107655037
61,0.31134667641147507
62,0.035500307122607724
63,0.743410083189915
64,0.3532306710444245
65,0.9047526333317425
66,0.9160378398801722
67,0.028417232911605556
68,0.6103092790877676
69,0.9109318031366987
70,0.24791696496245486
71,0.4764296950678847
72,0.8255038901929623
73,0.165672668304648
74,0.015850516049944054
75,0.9565018163955202
76,0.5265381774161365
77,0.7918438249029396
78,0.7903574410537441
79,0.050245872425213826
80,0.4697596220319075
81,0.9608204174595332
82,0.8418379566327591
83,0.160920105644064
84,0.6665126839719085
85,0.7673769885055506
86,0.957371808651437
87,0.7566045905996117
88,0.22137098919862797
89,0.18690259126921263
90,0.2308848220159826
91,0.0661633923133776
92,0.4763911444864299
93,0.28270843072599144
94,0.6456637726676379
95,0.3634647015958673
96,0.526883095944252
97,0.39136672939273115
98,0.9760375894748138
99,0.34377390599238505
