,_abilities
0,0.5168264188896813
1,0.7704812498723015
2,0.061070033816417894
3,0.6041074305838293
4,0.5614971677059846
5,0.3322140242648291
6,0.9840420779518131
7,0.13771601471165312
8,0.7797904916018485
9,0.694578172070939
10,0.5573739669002346
11,0.006617374164166191
12,0.0073220578721715415
13,0.9162426242700941
14,0.926524119561471
15,0.6458999832922775
16,0.9906442984242312
17,0.2756508784180219
18,0.7118656021757293
19,0.9900080605848127
20,0.08571826766438868
21,0.42544331999670437
22,0.14187232110051137
23,0.3541814570867968
24,0.8187945973758142
25,0.7674854408610228
26,0.7036691634773674
27,0.05886118091628885
28,0.7503259120184024
29,0.9278577529324995
30,0.1296115169674978
31,0.7977898945664276
32,0.6800472433860487
33,0.7180540430641073
34,0.8028635216768167
35,0.6901186099761945
36,0.8683729922733646
37,0.6887671046977382
38,0.008199605723901906
39,0.8246907767613881
40,0.9875139412373226
41,0.6947808207057733
42,0.08434362895951064
43,0.09656748378364258
44,0.8713270838013961
45,0.24132679778172622
46,0.7163773881076708
47,0.6489662040596925
48,0.43203717693988125
49,0.6235343596477034
