,_abilities
0,0.5168264188896813
1,0.7704812498723015
2,0.061070033816417894
3,0.6041074305838293
4,0.5614971677059846
5,0.3322140242648291
6,0.9840420779518131
7,0.13771601471165312
8,0.7797904916018485
9,0.694578172070939
10,0.5573739669002346
11,0.006617374164166191
12,0.0073220578721715415
13,0.9162426242700941
14,0.926524119561471
15,0.6458999832922775
16,0.9906442984242312
17,0.2756508784180219
18,0.7118656021757293
19,0.9900080605848127
20,0.08571826766438868
21,0.42544331999670437
22,0.14187232110051137
23,0.3541814570867968
24,0.8187945973758142
25,0.7674854408610228
26,0.7036691634773674
27,0.05886118091628885
28,0.7503259120184024
29,0.9278577529324995
30,0.1296115169674978
31,0.7977898945664276
32,0.6800472433860487
33,0.7180540430641073
34,0.8028635216768167
35,0.6901186099761945
36,0.8683729922733646
37,0.6887671046977382
38,0.008199605723901906
39,0.8246907767613881
40,0.9875139412373226
41,0.6947808207057733
42,0.08434362895951064
43,0.09656748378364258
44,0.8713270838013961
45,0.24132679778172622
46,0.7163773881076708
47,0.6489662040596925
48,0.43203717693988125
49,0.6235343596477034
50,0.5001989047894154
51,0.599462162258286
52,0.8120713030275349
53,0.6348869062762618
54,0.8523931377699051
55,0.602504753842026
56,0.4345227812785562
57,0.33148218272089297
58,0.14291229341685932
59,0.25495818742242293
60,0.10039304457348652
61,0.6618279271218463
62,0.5974863950487724
63,0.3148319953560299
64,0.7803472949443407
65,0.5167061810385956
66,0.7734799627966342
67,0.3512876115573487
68,0.12130369233951771
69,0.9870513805848398
70,0.15158752074243173
71,0.767199455833512
72,0.563163458400366
73,0.2402776527741322
74,0.18078136302808748
75,0.8293258656587276
76,0.6868596911538194
77,0.12532596731466097
78,0.39441031429314083
79,0.6503241771811455
80,0.9628019604039734
81,0.9446898859344794
82,0.05911199512880946
83,0.01967350556932913
84,0.9728677924076989
85,0.6446352601260058
86,0.6409381676818738
87,0.06641979711696513
88,0.1505941738673596
89,0.2556746157625083
90,0.6304955681074166
91,0.9228014845881176
92,0.8259377809045405
93,0.24202189363494866
94,0.9354347305113657
95,0.0076601846881194854
96,0.04495590319929968
97,0.22756299778331665
98,0.042765491228361055
99,0.8323923475900249
