,_abilities
0,0.5829798822664017
1,0.08387387324417732
2,0.23434480733292345
3,0.32043694751621504
4,0.708303980388392
5,0.16493011013702702
6,0.9908264630027608
7,0.1942344079403012
8,0.024803140229209635
9,0.3905025637899226
10,0.3531774795310581
11,0.5540976291638393
12,0.21534459640555298
13,0.30432527454104175
14,0.42964729748537556
15,0.9973002482368508
16,0.6489699188681977
17,0.17848349928758064
18,0.8768895498247385
19,0.8890885171742182
20,0.8788357700892279
21,0.9781839067358603
22,0.6360017824301487
23,0.4473649431991004
24,0.22708835987187212
25,0.3494336186574214
26,0.6344014857649805
27,0.4675814891254449
28,0.15241276929253877
29,0.8862722207425446
30,0.6339004193329786
31,0.1179441680018638
32,0.12441542682891303
33,0.4525428314267697
34,0.9410184209730129
35,0.6469887706878107
36,0.3506786473311843
37,0.13677677905407476
38,0.12584814047844808
39,0.6635503864253779
40,0.0628814063228332
41,0.5309093496608048
42,0.18665183756054837
43,0.8542671800821049
44,0.9790692215210424
45,0.7857666374454332
46,0.1951442516982882
47,0.5894546402132622
48,0.040303907518600315
49,0.43254738366519474
50,0.2912185163124453
51,0.4137874448423782
52,0.37362430571052563
53,0.1151568435065646
54,0.5497308259923558
55,0.15462771038162113
56,0.6575422600637819
57,0.3981170894608137
58,0.21463835113964413
59,0.026272418834129792
60,0.9986563831079821
61,0.6524857864284763
62,0.14135106271204012
63,0.017853158939755014
64,0.16314396837576403
65,0.28103357248833166
66,0.16022111874455877
67,0.18346839818852567
68,0.47894160919584683
69,0.80124599344013
70,0.2663652425403444
71,0.8350647150293141
72,0.5170292354470001
73,0.7046097653415542
74,0.21781925848291017
75,0.41497701321964525
76,0.6708350013849739
77,0.6631904784192244
78,0.10929552538457527
79,0.3661088336295825
80,0.8750276330185122
81,0.09587775504552606
82,0.5593578278422248
83,0.29688221532076403
84,0.3026374856903917
85,0.16319759658205235
86,0.6789742247731962
87,0.752405290390635
88,0.2250363774276293
89,0.9957363395873793
90,0.4023640238348645
91,0.23512388623659403
92,0.38310418155329423
93,0.4531910311129734
94,0.01399490578370631
95,0.9955872552267863
96,0.8911543622437326
97,0.8502940258066449
98,0.7342900823679451
99,0.3813373511450289
