,_abilities
0,0.9024994454072202
1,0.46399001636008846
2,0.02555383925121974
3,0.8703517329343358
4,0.207025766691683
5,0.14927474999930687
6,0.6670480860106858
7,0.5194639640866259
8,0.5708232424834356
9,0.10397142630421088
10,0.14869512588153314
11,0.17982668011830064
12,0.19515686831013498
13,0.6301965938720954
14,0.27901000199188936
15,0.9209669478750323
16,0.026201788864297384
17,0.5276043501082066
18,0.6258371454292344
19,0.8602123350274873
20,0.0248312456251452
21,0.6850276096898439
22,0.20092439174938087
23,0.4327262647261635
24,0.35942814439272924
25,0.5934218396038246
26,0.8274008658244326
27,0.7783796909940682
28,0.290820679913217
29,0.5922666283878939
30,0.4484839667367859
31,0.8687156784688699
32,0.6029818741454683
33,0.7026461275406215
34,0.7873932860233376
35,0.8863640982762618
36,0.924487288809013
37,0.24807306817504252
38,0.061097985274810855
39,0.8699791187073772
40,0.6626663039177663
41,0.5934708958020971
42,0.05985887555557117
43,0.36347580316387096
44,0.730537981864374
45,0.5174973847588905
46,0.061574409922212615
47,0.10224390624880653
48,0.3879302914780818
49,0.7917094112355957
