,_abilities
0,0.9024994454072202
1,0.46399001636008846
2,0.02555383925121974
3,0.8703517329343358
4,0.207025766691683
5,0.14927474999930687
6,0.6670480860106858
7,0.5194639640866259
8,0.5708232424834356
9,0.10397142630421088
10,0.14869512588153314
11,0.17982668011830064
12,0.19515686831013498
13,0.6301965938720954
14,0.27901000199188936
15,0.9209669478750323
16,0.026201788864297384
17,0.5276043501082066
18,0.6258371454292344
19,0.8602123350274873
20,0.0248312456251452
21,0.6850276096898439
22,0.20092439174938087
23,0.4327262647261635
24,0.35942814439272924
25,0.5934218396038246
26,0.8274008658244326
27,0.7783796909940682
28,0.290820679913217
29,0.5922666283878939
30,0.4484839667367859
31,0.8687156784688699
32,0.6029818741454683
33,0.7026461275406215
34,0.7873932860233376
35,0.8863640982762618
36,0.924487288809013
37,0.24807306817504252
38,0.061097985274810855
39,0.8699791187073772
40,0.6626663039177663
41,0.5934708958020971
42,0.05985887555557117
43,0.36347580316387096
44,0.730537981864374
45,0.5174973847588905
46,0.061574409922212615
47,0.10224390624880653
48,0.3879302914780818
49,0.7917094112355957
50,0.326921984578482
51,0.7244089514629655
52,0.8873722222924074
53,0.4996979725954051
54,0.9494324360429558
55,0.6377366911217852
56,0.33951267731669005
57,0.4506724689386019
58,0.5215763699160455
59,0.024172550937303732
60,0.6140585831675971
61,0.3649890411043469
62,0.8818439073406031
63,0.38888199461248923
64,0.8657457409386315
65,0.5758751015799708
66,0.2407429556933169
67,0.5912383843074093
68,0.16165961211826962
69,0.2693112427131122
70,0.5629617721587115
71,0.0413416337591349
72,0.5373081016766886
73,0.8459670931020302
74,0.8550624582109968
75,0.08954237838113897
76,0.21460957656546545
77,0.9260948709694734
78,0.97466146245938
79,0.4250397243641205
80,0.6560736169377778
81,0.3827949769025888
82,0.135474934921687
83,0.7644415234992096
84,0.11374193291372522
85,0.5319990921446459
86,0.5302435257962494
87,0.6765453760494766
88,0.8451357272220131
89,0.32764283312122044
90,0.38113365331051174
91,0.43663824501719034
92,0.7895600984106848
93,0.41516348604000175
94,0.17388371059897498
95,0.9497592172412577
96,0.519290967384708
97,0.6562268345662642
98,0.9533228733261979
99,0.9044506660719317
