,_abilities
0,0.5999759807003129
1,0.7778979191020903
2,0.602429885905547
3,0.780676580223937
4,0.2372699288335528
5,0.4823823608655618
6,0.04566634520282311
7,0.4907152001720798
8,0.3553164087459367
9,0.10684219459931489
10,0.37102986495228885
11,0.3657204862233588
12,0.1214404329807042
13,0.14731295536743141
14,0.1881924057337532
15,0.8791628713912807
16,0.6849663007809399
17,0.11754501134821158
18,0.7831099707760218
19,0.18059294204738932
20,0.4151781095753631
21,0.03133200778043761
22,0.10203043428332625
23,0.16591021820358975
24,0.1809160463731577
25,0.040598610440523125
26,0.1523455133440749
27,0.9039039792779334
28,0.7154001042761072
29,0.6229019671736002
30,0.7306133977456553
31,0.9831979539801061
32,0.6454888400939636
33,0.7889731453098335
34,0.10284803140644583
35,0.9238384586837515
36,0.6508955149833268
37,0.3979701635777727
38,0.8692793555541206
39,0.28184533609465956
40,0.856010166448568
41,0.8343092945614947
42,0.1316979630554505
43,0.8217383111736507
44,0.8633751673134445
45,0.9150928614418024
46,0.027319105947355836
47,0.3493416194718845
48,0.7408101792310408
49,0.5778903558172417
