,_abilities
0,0.1588885691757888
1,0.35667884868592414
2,0.038037841204748464
3,0.81727006473208
4,0.5616382699195241
5,0.08333922225441426
6,0.08421821672434922
7,0.5318562803806628
8,0.009354822374988487
9,0.3650638952097879
10,0.6952944872796573
11,0.5768622348412458
12,0.5085385419331612
13,0.6864554510492035
14,0.2634375385631763
15,0.5603895888371259
16,0.7056283531637854
17,0.8712502390823132
18,0.622864144663359
19,0.1006095755255579
20,0.0082472540204894
21,0.29821691702842223
22,0.17415180910190634
23,0.12545720992297693
24,0.39722239583860425
25,0.7907480142621527
26,0.7589072776482821
27,0.8758283639216647
28,0.021385389458364795
29,0.7740575387369052
30,0.07674224023535572
31,0.982608443149183
32,0.3585267231031486
33,0.8299592845453705
34,0.5097959734842972
35,0.7213186242272186
36,0.6050572073458336
37,0.6938203114620402
38,0.9695545585780819
39,0.0024168342326244463
40,0.7508191326601987
41,0.15242838070391793
42,0.6020206146314027
43,0.908674574584583
44,0.13425238493146086
45,0.41079927259731147
46,0.8038914734952953
47,0.7897308350451656
48,0.789793016683674
49,0.47875373894871703
