,_abilities
0,0.4185628059616492
1,0.9508383242725537
2,0.736316221689172
3,0.9899061984183007
4,0.37588294413177886
5,0.6478661593823302
6,0.6862096223211201
7,0.644434929076932
8,0.5095225996629065
9,0.8833156696387259
10,0.31682590156834906
11,0.33754360103036823
12,0.1442912847427937
13,0.5773179996161248
14,0.3471021265482581
15,0.4790861535358639
16,0.7121972870155159
17,0.8381350356089778
18,0.5343032389697856
19,0.8399265809264765
20,0.9217721767766014
21,0.41384240720724624
22,0.3245450171330274
23,0.24457987659009617
24,0.7045911837345611
25,0.014223209190053031
26,0.5506348696067054
27,0.7736824864331687
28,0.12654343786785374
29,0.6553958928782153
30,0.7335719187410363
31,0.7324494915155585
32,0.298489871912249
33,0.8176065208007337
34,0.3122055250455593
35,0.9811199629345808
36,0.528292603875157
37,0.32797330293521565
38,0.38872168379193617
39,0.37134600811013435
40,0.5502430200693169
41,0.6294299624222384
42,0.9527861168250501
43,0.8080298728932499
44,0.3970964618210376
45,0.45283690960159634
46,0.06381903986081178
47,0.711157747876076
48,0.12709418473550294
49,0.7005383332895979
50,0.22455786919893714
51,0.3433764181628315
52,0.24980130270653955
53,0.23511322241093005
54,0.13927100070332837
55,0.5383225531842845
56,0.3441365232374194
57,0.4381172290334954
58,0.8361016781303043
59,0.6536139964602132
60,0.2128489876965518
61,0.98165423192487
62,0.7660974603613676
63,0.7998218602764978
64,0.22928004577102962
65,0.4285640066261046
66,0.9898653040594352
67,0.6798597987469482
68,0.8575440990606013
69,0.2670976806262318
70,0.26009687159010225
71,0.6698829463889487
72,0.47503012009499246
73,0.44184727491663406
74,0.4047080675793196
75,0.24862792246382306
76,0.39364377632840164
77,0.27419626423796345
78,0.7860225720968076
79,0.5720691414737378
80,0.3612867610876543
81,0.9516765919898763
82,0.5978666022812629
83,0.3770852169590107
84,0.2041431059089367
85,0.9080438132500763
86,0.022481798191565087
87,0.8821384583943656
88,0.771880320184926
89,0.42266906720015296
90,0.14769626311500306
91,0.629143164408282
92,0.08969514245680053
93,0.9953648974060451
94,0.8242077718560105
95,0.1159629342530622
96,0.09814187429764927
97,0.6860882015746131
98,0.18313123417094446
99,0.6530417329424125
