,_abilities
0,0.11060014310796648
1,0.2782714150152265
2,0.4019168065989151
3,0.7615314265839442
4,0.36964406766754637
5,0.7744533348547245
6,0.7527131818802352
7,0.6746973078841879
8,0.484979903331774
9,0.1508715391183753
10,0.244316932646445
11,0.629488491899425
12,0.17565205076106727
13,0.8247521654791018
14,0.21550563621305857
15,0.534433974648451
16,0.0878469415451024
17,0.5422898541202517
18,0.02468861887377385
19,0.6493931735181109
20,0.017318992673823735
21,0.043032684251392075
22,0.9881235361478068
23,0.4424084402754835
24,0.2633329324632435
25,0.6461528746049825
26,0.9352908574965497
27,0.5228877895437735
28,0.17550215036924666
29,0.4952341929048492
30,0.9331042658377966
31,0.3040014207510753
32,0.8920196301989542
33,0.5145993440364278
34,0.39234054912288513
35,0.2779824817859314
36,0.6003011273902311
37,0.7666698904167544
38,0.32908886505062557
39,0.3858691693104273
40,0.007503524710719824
41,0.21507393702416847
42,0.7055240141909246
43,0.18704941727896587
44,0.7969578394258384
45,0.4276339042713988
46,0.44970325394200844
47,0.23832450210696726
48,0.5388671902998481
49,0.5012008266975172
