,_abilities
0,0.9963390300567991
1,0.47161636545035185
2,0.22419451211359934
3,0.8907919678204712
4,0.03720421117089861
5,0.9469556605931462
6,0.5591632555435582
7,0.2665727127746229
8,0.6763051894736581
9,0.2557132052996018
10,0.427605509212746
11,0.4369227553655624
12,0.4255944346366426
13,0.21032103189223494
14,0.013282765608655428
15,0.49041016885692085
16,0.5973187329518389
17,0.7915694643861203
18,0.1719845446561927
19,0.2890280666410189
20,0.6609267339709858
21,0.1317636645839712
22,0.522328849866531
23,0.7602667900376618
24,0.5897612415828221
25,0.6141604701960929
26,0.8148971205301585
27,0.3428807199205645
28,0.750433978547747
29,0.32399975149270377
30,0.3875852520493546
31,0.4383819461715234
32,0.47935058129513974
33,0.7559525701182455
34,0.13535144311584912
35,0.7688358754330531
36,0.47846105559411656
37,0.3834988664103958
38,0.5489367047003124
39,0.8478764894482655
40,0.6044805820497452
41,0.8508428772985347
42,0.1101340076933739
43,0.2928862790965843
44,0.9436554509702623
45,0.8900124065766569
46,0.8825825325560762
47,0.03832201933362858
48,0.2665786921433268
49,0.533977259698768
50,0.46408579959102514
51,0.5576910127873613
52,0.7921254137589857
53,0.9385995942524274
54,0.426178849995086
55,0.9112269619926148
56,0.8077011028653771
57,0.22407495720502785
58,0.8823007567453314
59,0.10701876798191283
60,0.21990979977708547
61,0.7585465067040985
62,0.48586807517841646
63,0.9649165389332683
64,0.6879701729230334
65,0.7368753117911349
66,0.23101244156914827
67,0.40075193242679635
68,0.6699704309327661
69,0.6247411524320178
70,0.7787924065934705
71,0.5837175353774287
72,0.5444092722652683
73,0.13153915761505774
74,0.7202608023296425
75,0.35631464664876156
76,0.05492951179917038
77,0.25810961480816835
78,0.011844618078404432
79,0.6777284787785859
80,0.9452753286606667
81,0.9920149539426171
82,0.6772989366137511
83,0.7623597688875625
84,0.32133112017694726
85,0.5584865147070905
86,0.4802423688085521
87,0.742292528309941
88,0.45279638689473567
89,0.7402079641947664
90,0.909099470040977
91,0.41527016165058017
92,0.34540563303770283
93,0.6756207993535946
94,0.6765069439340066
95,0.6495385340548335
96,0.7829022138347875
97,0.39711647925000043
98,0.6522480396096615
99,0.10990733736086454
