,_abilities
0,0.9692450417812768
1,0.25418785504088176
2,0.1368072204534422
3,0.8002854662021577
4,0.43903978448424047
5,0.1390357723667233
6,0.6383875691470311
7,0.9772900157787767
8,0.9048210458145827
9,0.4383810776212276
10,0.41506477250151397
11,0.9213933550040817
12,0.21818112868658654
13,0.9954681893127807
14,0.6391200205814048
15,0.39575463032578706
16,0.848351788734498
17,0.2924277370372067
18,0.88154330410113
19,0.09545830767346374
20,0.45447187076373874
21,0.09527703513725935
22,0.19921111985420184
23,0.1727504937640826
24,0.18247910095294087
25,0.5198369623047948
26,0.47443599884777404
27,0.6789669703233475
28,0.07317996536209347
29,0.29000967205509753
30,0.44081521604451396
31,0.8783780646265178
32,0.13332907359078947
33,0.7030325226573699
34,0.12513755078988503
35,0.17736235347300347
36,0.5106796359745103
37,0.02636902750807622
38,0.021120882672230952
39,0.4501806829599709
40,0.9196298733841674
41,0.9712084895240385
42,0.9265366512778536
43,0.08686136096350613
44,0.536157101374482
45,0.8612905676339014
46,0.9567276308249523
47,0.18317371261538187
48,0.5586902787649867
49,0.14688622700118253
