,_abilities
0,0.9115135980270038
1,0.6704437941927275
2,0.312437830465579
3,0.25312318755786456
4,0.47207786389620954
5,0.6352201192541733
6,0.18125709571410636
7,0.2846939115757493
8,0.09030028571595317
9,0.6880831182314296
10,0.547098552038694
11,0.537977539235848
12,0.594765110104402
13,0.2892850406230056
14,0.05474282070271919
15,0.024483456760651664
16,0.3928535825394117
17,0.16643714067250254
18,0.22717771824456756
19,0.040095132336944464
20,0.25106901177550944
21,0.5773492318157425
22,0.2544046454769143
23,0.16625727574314364
24,0.2067330759027057
25,0.40329284669126
26,0.9879304553748169
27,0.9031306381449364
28,0.4646233982415948
29,0.09271458504551305
30,0.6986183513005402
31,0.708917320687516
32,0.9149077964238791
33,0.852018862690108
34,0.9260972509317988
35,0.47623947779168707
36,0.7697767354933358
37,0.7592694550482953
38,0.3782858764767145
39,0.4704605812924286
40,0.33013886540620074
41,0.7045713275699511
42,0.5404098976525
43,0.35485367911628535
44,0.20631528052325035
45,0.7881384492826193
46,0.8340245208731851
47,0.15548800823513803
48,0.4717134126525923
49,0.011417922816916273
50,0.2448480147194986
51,0.23634966355393142
52,0.9297273390587873
53,0.36853079520145476
54,0.7247780833549053
55,0.8617678071594244
56,0.32943300847228985
57,0.4337152556145189
58,0.2265185932046663
59,0.9216529207480706
60,0.6938708044626704
61,0.38773081463188264
62,0.20238362417779765
63,0.5010307353052265
64,0.7865991416344829
65,0.03505201519780326
66,0.4778915974621569
67,0.020132775376965756
68,0.637797802185886
69,0.9710358033590616
70,0.1923196532339493
71,0.7779863788257194
72,0.6596423975672747
73,0.0007812904811973727
74,0.7808251521317484
75,0.7233307605685207
76,0.005885631610153689
77,0.1324496802652714
78,0.6935475310881745
79,0.7130492058820007
80,0.18796715784828547
81,0.3630635025998673
82,0.5673615952256448
83,0.9316382676262362
84,0.8838557571112363
85,0.1487358291565631
86,0.7356892447573198
87,0.8434954611906527
88,0.07148045794554445
89,0.8496461964697819
90,0.7958282946970746
91,0.25501889120625054
92,0.019398376569357254
93,0.875475243345386
94,0.3419157907557693
95,0.8838274575397392
96,0.5793243270214167
97,0.8982505604627654
98,0.5393648782813074
99,0.46256160801020224
