,_abilities
0,0.9633039298907359
1,0.8643820805824051
2,0.9931568383303901
3,0.43304822250798497
4,0.10322072270883734
5,0.27634175599036015
6,0.8713790238050177
7,0.8095185201172574
8,0.4042900012379601
9,0.8599710649097891
10,0.972876283503903
11,0.9284768332130573
12,0.6383943952347992
13,0.5928252750050181
14,0.9150392546359004
15,0.7560747638206687
16,0.646835495222728
17,0.9837925316463411
18,0.8646978692131767
19,0.24571800270745092
20,0.6903228253067862
21,0.7158647499820876
22,0.25715777018239133
23,0.4121092630651699
24,0.6053598149639945
25,0.6726280303407747
26,0.7285277259838914
27,0.5223460048182945
28,0.8120993194139684
29,0.39885538566490364
30,0.7345844417920396
31,0.2662848845723408
32,0.7906916911446323
33,0.196005957481642
34,0.04392955749870342
35,0.6227959022968933
36,0.7273865548344076
37,0.8170361501737424
38,0.10238641209893634
39,0.3504804089282371
40,0.8150691718273769
41,0.29912538176268155
42,0.3220779856438394
43,0.9551286303019754
44,0.9794145822797306
45,0.19970334019563118
46,0.5252386276989255
47,0.44757708211276115
48,0.36565419510616404
49,0.09647181720657569
