,_abilities
0,0.3613753659454844
1,0.7306055318424735
2,0.9429060540929837
3,0.5840156906853023
4,0.8937899595217748
5,0.3626298720144969
6,0.3489048128702777
7,0.46174367294494667
8,0.4195597811411841
9,0.9974622148508403
10,0.08922915761754115
11,0.8741366498315449
12,0.6890991624493394
13,0.7683578946739829
14,0.4681463169846852
15,0.541259018243354
16,0.18301532347676158
17,0.1723712210199876
18,0.4944155462990171
19,0.5743497100504621
20,0.6473917711768504
21,0.016370538473366045
22,0.9713761018449181
23,0.15327533100615098
24,0.4600548861916019
25,0.9657722848081279
26,0.2931833801500401
27,0.9059754797970115
28,0.6735686835918233
29,0.9470536642362646
30,0.8985054326258469
31,0.806704286053233
32,0.938630183593335
33,0.24653673457140282
34,0.37645720760465723
35,0.2245417060472633
36,0.38315173473616215
37,0.8609506186205997
38,0.15303322397955016
39,0.8112498347879998
40,0.9032882061153218
41,0.6106810487338079
42,0.9510966999549103
43,0.7361504776441891
44,0.4643989373281107
45,0.9160390287588788
46,0.2113264875986902
47,0.028909133170799923
48,0.28078690560154473
49,0.657592562674346
50,0.957517296670181
51,0.1901965371391654
52,0.7524731136436721
53,0.805899728764248
54,0.7698192370399004
55,0.9498463589681906
56,0.49876525683009443
57,0.9089797759674618
58,0.7150883009267375
59,0.28409207470100367
60,0.43539094599458833
61,0.5586636568575698
62,0.09041819118767098
63,0.633121611432961
64,0.8992275039438823
65,0.6206712345824836
66,0.16121724792856626
67,0.4596406684391544
68,0.4974414074217095
69,0.1303269067410377
70,0.11846686847427994
71,0.20089393305965111
72,0.5213571590961905
73,0.2704996072024587
74,0.5225621102280051
75,0.9211866314342182
76,0.12487459899626761
77,0.8939437304409626
78,0.695648765070719
79,0.12708038452085393
80,0.44616656778531705
81,0.7094515441646417
82,0.7653838120420117
83,0.5455359733953091
84,0.8365115641440154
85,0.8263621585338051
86,0.49557785041892355
87,0.6296999491016388
88,0.8968644989265131
89,0.0118134136952032
90,0.705433162948077
91,0.755562628314715
92,0.7731363264831945
93,0.2015187100601066
94,0.14679451780073285
95,0.8226318904566071
96,0.513628581004557
97,0.5294801696712229
98,0.7363129972952842
99,0.15363034804547257
