,_abilities
0,0.6843947454912723
1,0.3919490966986694
2,0.4962597967303354
3,0.9274785424018429
4,0.8529134861329849
5,0.72948567784067
6,0.8532165956899147
7,0.3235079249705936
8,0.646924557699999
9,0.25605025173081175
10,0.8670789317011117
11,0.553036930022803
12,0.24068583096363913
13,0.13496693178651875
14,0.023067373658415345
15,0.7693528097543436
16,0.33104719522929
17,0.4414721734163011
18,0.4933298732099492
19,0.09699196654873966
20,0.45597690191528123
21,0.10804956036755241
22,0.8483792755058789
23,0.972663509444004
24,0.8977815571140778
25,0.41520488902905206
26,0.46362774811281465
27,0.27505748790864837
28,0.5042543689687123
29,0.49250070118692885
30,0.955504886773134
31,0.8246114471616639
32,0.02439718019545345
33,0.6155456881019254
34,0.5378122469839948
35,0.7896154555455985
36,0.8402704543601884
37,0.32871258591745595
38,0.02541026559926469
39,0.27535696778653873
40,0.9178181400167766
41,0.4159033877221862
42,0.4703246944298031
43,0.4212396265893399
44,0.550999772406039
45,0.7850722618874586
46,0.8461879986369258
47,0.06895588562446196
48,0.13437397676819055
49,0.5718993060746882
