,_abilities
0,0.08757555198041243
1,0.45498674264210837
2,0.25146799600651976
3,0.1247255117642409
4,0.70468651072357
5,0.29446595470869114
6,6.874263298486084e-05
7,0.16732544897148582
8,0.11157221423718904
9,0.564711971045798
10,0.8313515223745347
11,0.34297238334475216
12,0.9586325407530542
13,0.23647431152006393
14,0.5623808703768283
15,0.3122871511443709
16,0.5765749496138075
17,0.0075048000402749455
18,0.6172726273929934
19,0.9882520589927287
20,0.7376900058329589
21,0.9620716067410109
22,0.6907461080583555
23,0.7051447710616391
24,0.1116589693684046
25,0.5123279188213758
26,0.3546273068785251
27,0.1954989889789254
28,0.03390278152563285
29,0.4298045304288852
30,0.9054165580375093
31,0.682422692986802
32,0.9063632408674912
33,0.4501132627570638
34,0.1215745951967493
35,0.09388721422348557
36,0.47937449093079515
37,0.9064617750247465
38,0.8778982144807737
39,0.27563335327179445
40,0.126651011151243
41,0.790944826669402
42,0.008728337345882778
43,0.5543112495223278
44,0.9048824386303481
45,0.5590184644569737
46,0.6057951079807983
47,0.8146860696213278
48,0.40384400374073637
49,0.1469400224017154
