,_abilities
0,0.66612268227115
1,0.6503545961850766
2,0.9545216720325189
3,0.12375416472886178
4,0.06217615229924254
5,0.014565188038886899
6,0.024686033370290947
7,0.4347609479335637
8,0.9469206511891264
9,0.54180602465077
10,0.18222502324271278
11,0.7041349167331289
12,0.5277865544665953
13,0.43496838480653305
14,0.20820747908105497
15,0.6470362827006726
16,0.36730693466640274
17,0.27237577791190815
18,0.11967532990390849
19,0.964015974165161
20,0.3208790979275742
21,0.27435542949972097
22,0.23191780144304355
23,0.31694217148077775
24,0.39080741822140413
25,0.32842207532350554
26,0.06848397988307267
27,0.34337949218495345
28,0.4877260345111045
29,0.9261250286927319
30,0.5757759176269991
31,0.08162132822341958
32,0.08374421192833222
33,0.08863366470403079
34,0.6464839154289865
35,0.8994025368417176
36,0.185884547134034
37,0.22179769425362805
38,0.2665832375113742
39,0.9205820538864666
40,0.9963993564987828
41,0.6688902975072981
42,0.37028404044305596
43,0.24025640840886409
44,0.8274623729478514
45,0.5544049224855544
46,0.08844910800114246
47,0.9434668397490954
48,0.5006200517342583
49,0.8518925529950842
