,_abilities
0,0.2991355841763968
1,0.923525591805517
2,0.6178876228782942
3,0.8079301216483413
4,0.8784548330332286
5,0.8201640119319937
6,0.460271747660417
7,0.32492205911410754
8,0.8792121708500217
9,0.09867154998364847
10,0.07218965308868681
11,0.48647870547199906
12,0.9582293226855191
13,0.1945822126951192
14,0.5946593849637675
15,0.4225253458962259
16,0.9509082573796453
17,0.7280375722242404
18,0.06118598291097342
19,0.36167491336405744
20,0.6885180626255325
21,0.19805008173117813
22,0.5322094852138092
23,0.10130594682447748
24,0.8419691210708422
25,0.7255503507455363
26,0.21520669188724545
27,0.7936841412964691
28,0.32378512163590223
29,0.2930965287151435
30,0.0022084535745273064
31,0.2562970800235965
32,0.20341699276792283
33,0.259250318250829
34,0.5149163565364817
35,0.14695120772576575
36,0.7540815804915002
37,0.888853726060168
38,0.904863010018361
39,0.17424176605876066
40,0.7436373238795062
41,0.7277152779920244
42,0.4043534378020204
43,0.2217792296596222
44,0.008076072363350494
45,0.9473737898342199
46,0.6178284385663844
47,0.8824792160888901
48,0.33987735203651565
49,0.062028913674599465
