,_abilities
0,0.40065509464708066
1,0.5945585698835871
2,0.5151907240563808
3,0.5725734845933005
4,0.7763837279121713
5,0.1230035559727659
6,0.034348331292385424
7,0.3604033065119516
8,0.9968645914518093
9,0.08648113795873383
10,0.34837911927483517
11,0.7260757946450614
12,0.5394861109302383
13,0.9543229989626592
14,0.5353157659572784
15,0.5178826294612932
16,0.7139147692622053
17,0.34824196165585847
18,0.08784659291780494
19,0.8445359981061116
20,0.7134094470957074
21,0.07136516266343915
22,0.43213522493260587
23,0.2876444242871718
24,0.4212167461209699
25,0.8622987333197454
26,0.9834550150551523
27,0.762225715076692
28,0.6061037845348186
29,0.6277931562337787
30,0.14753479859759222
31,0.9718721181829574
32,0.8862308994947286
33,0.9170933454109358
34,0.6753141818951973
35,0.1242920887365831
36,0.7655498239728553
37,0.49385696794921125
38,0.4022852237555247
39,0.5248327087957515
40,0.9771397321932234
41,0.15645362659531337
42,0.18129202436004407
43,0.13119839713041706
44,0.5377790119654825
45,0.10653566143534486
46,0.8913800364763301
47,0.6463066303087184
48,0.02211392502332152
49,0.2577748442010995
