,_abilities
0,0.6334419505400346
1,0.09462783654479288
2,0.16398376530825892
3,0.5901440095671158
4,0.129876411081834
5,0.05247993683324466
6,0.6619612710967734
7,0.46847343457205054
8,0.5027849003900494
9,0.49369455975261833
10,0.941014526139698
11,0.09176102576945598
12,0.023411859232215167
13,0.39335815686239795
14,0.22806078561159032
15,0.5420816549378186
16,0.19649787426702617
17,0.1982585515590297
18,0.7425002605476377
19,0.24083953154274845
20,0.16379000444286612
21,0.673065056371803
22,0.2604610615974921
23,0.795204608676837
24,0.7689336992956033
25,0.9760462715468834
26,0.01310933895382267
27,0.19673151517098686
28,0.9124068510063343
29,0.9148891963744868
30,0.4918465213854145
31,0.3917142007471056
32,0.28253155040324895
33,0.5425489600354046
34,0.669262545875364
35,0.3823186743359851
36,0.3660067335580196
37,0.3666594271019262
38,0.9400572658216741
39,0.866962634212861
40,0.12625980931441227
41,0.6595746686154024
42,0.2623952834674055
43,0.9257878129776949
44,0.5675382109921836
45,0.3346366452853455
46,0.4005536744795729
47,0.28047470052493095
48,0.08140212681373844
49,0.692797920551
