,_abilities
0,0.3628452076929192
1,0.37732774676126973
2,0.10454926472715279
3,0.06138407993219206
4,0.6997866786484039
5,0.041146881106225074
6,0.3844458308275542
7,0.29029980837488684
8,0.7373813767093291
9,0.5798809643510021
10,0.8038816637074346
11,0.6163533706545896
12,0.46434998711932074
13,0.4798965632710011
14,0.6740547606585927
15,0.3794398924027431
16,0.5049554351400771
17,0.8549234502626969
18,0.5717751309508327
19,0.3723787259094875
20,0.4226035738245039
21,0.20226183557291666
22,0.8990866881272731
23,0.2672262960073273
24,0.602705896177019
25,0.18942168892998967
26,0.7282508857763034
27,0.6339152321637704
28,0.737888434819225
29,0.20928791868337726
30,0.15516923778250524
31,0.5158526701347261
32,0.551584609542951
33,0.07621364855138209
34,0.81706358257867
35,0.893987209707849
36,0.22271830196709397
37,0.2964179388694568
38,0.5484930001887613
39,0.39507897821640076
40,0.8404555714311013
41,0.8242344214072139
42,0.8389816809176166
43,0.4278951653249856
44,0.4600115100789162
45,0.9044586422561333
46,0.393311947095071
47,0.8495042344650883
48,0.44984995624336443
49,0.7678282905353601
