,_abilities
0,0.5000386523859661
1,0.06284338538925446
2,0.02078204117915126
3,0.4978376024588078
4,0.36699967356323693
5,0.5972904498342121
6,0.814341567785799
7,0.4436473325021097
8,0.27969110931148045
9,0.9272922854450855
10,0.7808367522194757
11,0.7572072049002506
12,0.19772397978579898
13,0.03643975411277219
14,0.28088499416861085
15,0.3747522354354969
16,0.747316338917461
17,0.31107263792932227
18,0.12205197386131508
19,0.5888814991919198
20,0.34109285416020907
21,0.14942323862378076
22,0.795341116763164
23,0.006726221436888491
24,0.9124058464921527
25,0.7557230411104143
26,0.8388710278451466
27,0.48883859852322126
28,0.14359827190657115
29,0.5500865151923211
30,0.19067602700208403
31,0.04706097965775917
32,0.3819975602689592
33,0.7482490863737431
34,0.6425032537575857
35,0.8115914763230038
36,0.7429026134085832
37,0.34796979669110867
38,0.013428893459364141
39,0.6526954239021396
40,0.26201194845254505
41,0.6230194201037689
42,0.8853472145367702
43,0.15593704702050784
44,0.2284155637976538
45,0.24603881167952932
46,0.09754810342070201
47,0.6323299148568835
48,0.06455153036796736
49,0.9761034696015978
