,_abilities
0,0.27483415092058866
1,0.5694598861676817
2,0.5514394557072636
3,0.0739993064232249
4,0.32367116520188005
5,0.8229780355992684
6,0.9437174876102946
7,0.8483905638486954
8,0.02591877313378303
9,0.6897596025937649
10,0.22794969300670442
11,0.9560446150560212
12,0.08555154376539889
13,0.2682376720485426
14,0.6465199856878946
15,0.22938933481071208
16,0.45518862899748047
17,0.30086598500839684
18,0.2138614919430284
19,0.14310431718189587
20,0.6507054791171332
21,0.4863676848374736
22,0.7235447225313326
23,0.38513604306213733
24,0.3637123420091753
25,0.8464559156791466
26,0.7295466163823485
27,0.428292707282009
28,0.7436042563634809
29,0.9901204999655012
30,0.9012861878200809
31,0.8746383058751769
32,0.4796389567375383
33,0.8406466557046786
34,0.7222312845657577
35,0.22067815403504593
36,0.4847681686003363
37,0.5752045002874447
38,0.20872770955620365
39,0.1156310534038342
40,0.5808880418860808
41,0.7954975201265667
42,0.9526474703959621
43,0.3404750188038303
44,0.815094271836292
45,0.0013676033589775924
46,0.7160244559443358
47,0.9390924103329386
48,0.881207810672486
49,0.4212205957075547
50,0.6163436788422337
51,0.5273299220753908
52,0.4566899696722134
53,0.8695754630392082
54,0.3438973898548244
55,0.1268283873142433
56,0.7649068355908508
57,0.056566312396285984
58,0.2120818312383625
59,0.9886060453319891
60,0.5882966230314739
61,0.4429735187173835
62,0.09588840601856265
63,0.7518233618303332
64,0.4916716935248513
65,0.8927635537539552
66,0.9793712368881888
67,0.6345549974641035
68,0.9847873662597874
69,0.24083574046271133
70,0.44674890413670515
71,0.9253325449756205
72,0.6296242308507948
73,0.20432180095585473
74,0.8846927493648172
75,0.0023294304156110386
76,0.43789897085049
77,0.7186307737474587
78,0.05470615983844024
79,0.30711327320976856
80,0.30555192034482015
81,0.37871597193713397
82,0.0634079953149675
83,0.4254331911927323
84,0.8823002086800547
85,0.5075921835333416
86,0.1568778931470157
87,0.5688519515460023
88,0.8534323904741499
89,0.6005454222990476
90,0.23787497248872116
91,0.18875847038619292
92,0.11586371462993425
93,0.8456213018093667
94,0.7821318930453149
95,0.014747609383942251
96,0.5522279570361937
97,0.09394415563951435
98,0.5639713429482283
99,0.7464473216549705
