,_abilities
0,0.273208150595661
1,0.48999676158919414
2,0.9241293099986156
3,0.8033824758836855
4,0.8727238149396062
5,0.24785607591429212
6,0.32218812698567567
7,0.7477093845885636
8,0.5060794476919518
9,0.16387785754127815
10,0.750488992709642
11,0.9056947423937951
12,0.3843274248710876
13,0.4437806197952712
14,0.3699372759816974
15,0.9714010042983333
16,0.9586353338328045
17,0.7393349537082757
18,0.1261058909526509
19,0.11549293663663358
20,0.7889988456377732
21,0.9676613796939235
22,0.1505294849320926
23,0.9160857742450359
24,0.8511234071151978
25,0.4917758171733898
26,0.9108999402084527
27,0.8599981530989091
28,0.6929683519074539
29,0.7706701235662659
30,0.3941609289045919
31,0.6035296809353312
32,0.5672444942968595
33,0.8728589957186085
34,0.2654951734577949
35,0.09151064526355943
36,0.716122787947542
37,0.9831991889419095
38,0.407772464756747
39,0.5478531612715705
40,0.9347394212147533
41,0.9850467356147833
42,0.39688389884493797
43,0.42652597537933506
44,0.35902869535733656
45,0.4832514182795345
46,0.665640252899048
47,0.03380987257573824
48,0.13748883130788767
49,0.46149011214319346
50,0.007607902210577452
51,0.41919148287456515
52,0.06739559494062244
53,0.45768173914997257
54,0.2859247981763606
55,0.04669458344827769
56,0.7899470880174019
57,0.39500508734786566
58,0.4245330247668699
59,0.9102137144390334
60,0.7814873361566675
61,0.3919107429885636
62,0.34561463834159367
63,0.17761874983352374
64,0.20571985244142602
65,0.6993070016540777
66,0.7309314542014413
67,0.40071148454138455
68,0.4186585570559407
69,0.16996583308676833
70,0.10631898969103365
71,0.3941861496165436
72,0.25921120894522137
73,0.019496357331172845
74,0.2281900750003973
75,0.6848971268921085
76,0.5007304080202816
77,0.08775130102255087
78,0.21240476086192442
79,0.31957965676591743
80,0.10278530265176015
81,0.5542222653934807
82,0.5037299174916658
83,0.6888525017326682
84,0.6604437026690932
85,0.6834680255602253
86,0.3412533747213747
87,0.6256090099539756
88,0.8849560318879804
89,0.0725086555507464
90,0.9563884383512771
91,0.278311944977904
92,0.3294856093360823
93,0.6820392017667128
94,0.1929587073326366
95,0.28223971792672764
96,0.5472127516017082
97,0.7514990940403236
98,0.22394650510464847
99,0.8215682727140144
