,_abilities
0,0.6968524980116186
1,0.29896780962339925
2,0.21288547723990695
3,0.060081831858227006
4,0.07522791744535282
5,0.4184616298136357
6,0.07444537046417957
7,0.3632582880869914
8,0.5156700764773433
9,0.1856946075263331
10,0.7370651782034481
11,0.8873660503751125
12,0.3118339011554798
13,0.08035133660088699
14,0.9942696911509431
15,0.8333767939936242
16,0.33709139872936567
17,0.2250251975902249
18,0.8359590091792908
19,0.3994816144122929
20,0.39092824937639703
21,0.6897330362210615
22,0.9343431551063494
23,0.9986148944074495
24,0.29808926827995885
25,0.6473034359830226
26,0.6002423752578475
27,0.32500683580360124
28,0.3279468024363475
29,0.8951120094669415
30,0.4044492299524938
31,0.013700496044984948
32,0.7263177110666621
33,0.7654505098615552
34,0.9428315410857471
35,0.4492149918493724
36,0.41115151718913523
37,0.707136843867152
38,0.08321748590418052
39,0.5132898903163134
40,0.3228982997509938
41,0.09671650811381301
42,0.8710382665500667
43,0.42609572487906844
44,0.09046643348204637
45,0.3994397661861801
46,0.07578320386077188
47,0.4248258939788216
48,0.405537454824478
49,0.7182138714535446
