,_abilities
0,0.9115135980270038
1,0.6704437941927275
2,0.312437830465579
3,0.25312318755786456
4,0.47207786389620954
5,0.6352201192541733
6,0.18125709571410636
7,0.2846939115757493
8,0.09030028571595317
9,0.6880831182314296
10,0.547098552038694
11,0.537977539235848
12,0.594765110104402
13,0.2892850406230056
14,0.05474282070271919
15,0.024483456760651664
16,0.3928535825394117
17,0.16643714067250254
18,0.22717771824456756
19,0.040095132336944464
20,0.25106901177550944
21,0.5773492318157425
22,0.2544046454769143
23,0.16625727574314364
24,0.2067330759027057
25,0.40329284669126
26,0.9879304553748169
27,0.9031306381449364
28,0.4646233982415948
29,0.09271458504551305
30,0.6986183513005402
31,0.708917320687516
32,0.9149077964238791
33,0.852018862690108
34,0.9260972509317988
35,0.47623947779168707
36,0.7697767354933358
37,0.7592694550482953
38,0.3782858764767145
39,0.4704605812924286
40,0.33013886540620074
41,0.7045713275699511
42,0.5404098976525
43,0.35485367911628535
44,0.20631528052325035
45,0.7881384492826193
46,0.8340245208731851
47,0.15548800823513803
48,0.4717134126525923
49,0.011417922816916273
