,_abilities
0,0.1344413960587409
1,0.9390743435846638
2,0.44445439292921335
3,0.34903884534658514
4,0.9585845782387993
5,0.49837807112626653
6,0.04326675644177754
7,0.4288385486985563
8,0.43000596699345345
9,0.5312483556221925
10,0.20122550090883365
11,0.9407991275274548
12,0.720728208384899
13,0.4495256731935474
14,0.009316708582898662
15,0.4608928050234595
16,0.7281443298850601
17,0.597142312292049
18,0.6826359448224709
19,0.0395541945597809
20,0.2879879813613345
21,0.0734713986283134
22,0.4148749915464203
23,0.7899574681198911
24,0.8436374715272918
25,0.338287186534487
26,0.7674491244554531
27,0.910480261316552
28,0.7423191149565723
29,0.0271786630148279
30,0.80069382068907
31,0.12594498635451798
32,0.02772162691020863
33,0.7824685825899913
34,0.7493969008542511
35,0.12652379527960173
36,0.9381121744332739
37,0.800471948907377
38,0.8067386583489001
39,0.9845179711447518
40,0.5158843935307086
41,0.7236124547967683
42,0.9165375501390197
43,0.7901027047086051
44,0.6888779188837189
45,0.07760549833419032
46,0.9911100642931506
47,0.7246038921796903
48,0.33379756380847464
49,0.2928708056129907
50,0.7372237809973464
51,0.6302401563204231
52,0.9474840436608734
53,0.21694930622953143
54,0.620053755843464
55,0.3732884559864499
56,0.05539766750458245
57,0.9405730148567832
58,0.8856545667184403
59,0.37328450316302114
60,0.25652364090285434
61,0.5465550340009505
62,0.6306803563385378
63,0.8611133102396643
64,0.2346542328578673
65,0.10818543140932244
66,0.9573785388158937
67,0.009159370939087494
68,0.7372669031352386
69,0.02295469334381027
70,0.7843939282956136
71,0.999021778508503
72,0.8927787260484144
73,0.44414996434659787
74,0.21814051002655982
75,0.7155930006818833
76,0.06423526649049703
77,0.5751123030270472
78,0.8387627975234008
79,0.18373047906041054
80,0.8670626543302299
81,0.12623097108869494
82,0.12008256930130128
83,0.6828722572608709
84,0.06579334522226836
85,0.32774396504385234
86,0.19510628411302994
87,0.6043557546833238
88,0.8725692922110322
89,0.08395809643309064
90,0.6885941530766339
91,0.26533788379108775
92,0.5883809105240593
93,0.46576673280961245
94,0.7987035062699636
95,0.8918271400837633
96,0.04209843905951337
97,0.321211786113301
98,0.7997804170445941
99,0.2319453789715341
