,_abilities
0,0.06607914424427785
1,0.09350376563739482
2,0.7491045556182714
3,0.7212334127478676
4,0.49031451498869516
5,0.987994728189467
6,0.4053386716942498
7,0.8929462793946311
8,0.0139797353361171
9,0.5102270458436197
10,0.8016240680755312
11,0.3271214833515117
12,0.24562287264281188
13,0.15860212081287414
14,0.1024947901058726
15,0.034141952877207137
16,0.524183544583687
17,0.16219227885555582
18,0.7513286047034504
19,0.44417808912002665
20,0.3763224967863513
21,0.741875294041495
22,0.860102902392238
23,0.8780905197571416
24,0.8370108070532165
25,0.6481418348183897
26,0.4390030106720281
27,0.619701319530304
28,0.016844250701599436
29,0.5341087864967101
30,0.6966199716932792
31,0.2904918827788396
32,0.9049449594911846
33,0.6821965776843474
34,0.24412244856822046
35,0.9600474797918416
36,0.38840376518402886
37,0.8685310232392177
38,0.7016111611583649
39,0.7103759313415654
40,0.3854343316044954
41,0.7174216950359003
42,0.08857661970060496
43,0.36292179381283957
44,0.3424074812641464
45,0.9237644786369429
46,0.5037462476089227
47,0.5536793433183123
48,0.4988009774160263
49,0.17192205673928412
50,0.894469263975076
51,0.933913243976793
52,0.6263731722509333
53,0.611554994889819
54,0.14739350577441812
55,0.14090448565341307
56,0.3675422896367113
57,0.3283651990631729
58,0.29596357635084247
59,0.8125795850534803
60,0.37235238819999383
61,0.7480264211178143
62,0.3201410090669324
63,0.7135438557378663
64,0.6296830103350416
65,0.304432120217276
66,0.07098028153850643
67,0.8919161655647713
68,0.8459324665837733
69,0.22393794137664308
70,0.8979773874520351
71,0.7378299543187661
72,0.7409828437122262
73,0.3949756937397156
74,0.34178853414248284
75,0.46473147219061944
76,0.6116783439653429
77,0.16221265197438567
78,0.6045704620471772
79,0.5865619628077949
80,0.8166296251888877
81,0.7228977524274344
82,0.6128830874782846
83,0.7686498920004342
84,0.9003858277114135
85,0.26057975428218405
86,0.8651299172325001
87,0.5438695651372776
88,0.5616859797256591
89,0.9819344905517966
90,0.08046331479628911
91,0.05402906953319097
92,0.8495796619091809
93,0.9624413150842505
94,0.8519837522329713
95,0.915386756811052
96,0.5644474099288648
97,0.5945203189987515
98,0.7908743716283132
99,0.3842632521878942
