,_abilities
0,0.2488673564796464
1,0.1218470159722043
2,0.2753672775987032
3,0.2429220810263812
4,0.41037665108348625
5,0.7933779639442797
6,0.3804204452802574
7,0.04636664264434757
8,0.9709785150578476
9,0.007686855054935695
10,0.3861860596077772
11,0.9478586055049979
12,0.4107933832666968
13,0.6716301276113377
14,0.06220522403265922
15,0.5886279046391761
16,0.7018762584144924
17,0.3243916357396204
18,0.7748081330748322
19,0.18198378452649067
20,0.44881373055195367
21,0.5324332382048738
22,0.25757057240680137
23,0.2678508481989025
24,0.9568139214428397
25,0.8682919145662051
26,0.9494385866112952
27,0.8326982375234809
28,0.39215386835971733
29,0.8831454877183865
30,0.4331648335217636
31,0.4167560955946271
32,0.2719706352616487
33,0.8594578697302782
34,0.5657948554965112
35,0.06751515324485649
36,0.3414538549566686
37,0.4835385072006273
38,0.7600194298148993
39,0.5035885387707967
40,0.30213883694407545
41,0.5259624544035202
42,0.5752848943858836
43,0.014449927539895843
44,0.02681178085485815
45,0.8592200375895565
46,0.16706822798989623
47,0.965532040242788
48,0.8859295157317806
49,0.5570622584536951
