,_abilities
0,0.9908398623977964
1,0.6171710493841819
2,0.7090492173968153
3,0.9892177157943753
4,0.7621945273453382
5,0.8877116212166609
6,0.3872165845763422
7,0.7231763966310668
8,0.3610758162749059
9,0.9141514987363004
10,0.9229213044308443
11,0.7042463273646996
12,0.8738099017789701
13,0.384026379929826
14,0.4522738001450341
15,0.3883165579550526
16,0.1797157733701937
17,0.2181323978355767
18,0.44023128374552883
19,0.5120023815220432
20,0.9088596569254624
21,0.6277834582716312
22,0.7489828032056908
23,0.4721636210553847
24,0.12714504791271183
25,0.864786803290076
26,0.1502056675349038
27,0.4420716435348392
28,0.8651528685417151
29,0.37630793401019125
30,0.09122020941071579
31,0.6383679988103562
32,0.36983793960710626
33,0.009344209508699063
34,0.38922392897033653
35,0.40740173923371875
36,0.2698745095858425
37,0.3708655902113859
38,0.13471338686791126
39,0.4433457489459225
40,0.3234829123941046
41,0.21633879832475525
42,0.2747381424319326
43,0.5902233424848017
44,0.883479299608012
45,0.5108726216122883
46,0.5136137790301337
47,0.5181843776243694
48,0.6591727646662096
49,0.9056759970343761
