,_abilities
0,0.8567677796793577
1,0.838005354314152
2,0.6732809985133693
3,0.8948688684596434
4,0.4794015089145845
5,0.12148450691029364
6,0.7629371355821206
7,0.7761634888034956
8,0.03004161643086858
9,0.4950894543785023
10,0.2916126528100651
11,0.9720292355009923
12,0.1778080494600849
13,0.060925001280463395
14,0.11161357769924729
15,0.2095605965136225
16,0.08612988262837719
17,0.2884604311272475
18,0.03998774692709688
19,0.9191529326246544
20,0.9671396635680768
21,0.7156995459923838
22,0.9422761635129455
23,0.43009276932314444
24,0.12032369036591442
25,0.8919138213438186
26,0.16852550469241342
27,0.07836380651118696
28,0.3501421307982398
29,0.12688113060606995
30,0.3135013263452494
31,0.693750073014667
32,0.6952256045483111
33,0.5582615888417248
34,0.511976810324296
35,0.5618526758092018
36,0.40185679525575874
37,0.28133668779445825
38,0.7680413203731341
39,0.7398761459953913
40,0.3680422223577839
41,0.698094473254408
42,0.8135389762355419
43,0.570218475708007
44,0.1416857117962177
45,0.0490400012817848
46,0.8600942312903274
47,0.5452568344238542
48,0.28397239289563747
49,0.6290365268374812
